,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,label
8989,570296537433186305,negative,0.66,Flight Attendant Complaints,0.66,US Airways,,AshleyKAtherton,,0,@USAirways DeeDee and Lynn S. have been great here in PHX; Richard P. here was a jerk. Rude to us and our parents for no reason.,,2015-02-24 10:57:44 -0800,,Central Time (US & Canada),1
8992,570296212336865283,negative,0.6863,Late Flight,0.3585,US Airways,,UyonJ,,0,"@USAirways Said only way to get on plane about to leave that would make my connection was a $75 fee. Instead of earlier, I am now Late Flightr!",,2015-02-24 10:56:27 -0800,,,1
8994,570295637708816384,negative,1.0,Customer Service Issue,0.6654,US Airways,,CLChicosky,,0,"@USAirways ur ""response"" was: my ""inconvenience was of no matter."" U wanted me sit for 3 xtra nights in the city w/out comp! #donotflyusair",,2015-02-24 10:54:10 -0800,,,1
9005,570289473898082305,negative,0.6765,Can't Tell,0.3634,US Airways,,djndc4l,,0,@USAirways Why can't I check in online for a flight tomorrow am?,,2015-02-24 10:29:40 -0800,,,1
9015,570286035118071808,negative,1.0,Customer Service Issue,0.6826,US Airways,,djndc4l,,0,@USAirways @AshleyKAtherton Over an hour on hold so far,,2015-02-24 10:16:00 -0800,,,1
9017,570285070184898561,negative,1.0,Customer Service Issue,1.0,US Airways,,JustinEhlert,,0,@USAirways I want to love you! 43 minutes on hold! Help me understand why I switched loyalty programs. http://t.co/cHGy5yrVka,,2015-02-24 10:12:10 -0800,"Austin, tx",,1
9019,570281232287731712,negative,1.0,Customer Service Issue,1.0,US Airways,,djndc4l,,0,@USAirways 44 minutes on hold so far. And still haven't spoke to a human. Never using you again.,,2015-02-24 09:56:55 -0800,,,1
9024,570279106090274817,positive,1.0,,,US Airways,,mlmoore2,,0,@USAirways great job today from your team with a challenging weather delay on flight 1925 out of Charlotte. #travel #friendlyteam,,2015-02-24 09:48:28 -0800,"Gulfport, MS",Central Time (US & Canada),1
9025,570279050276704257,neutral,0.6354,,,US Airways,,sundialtours,,0,"@USAirways ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/0JJT4X3YxG",,2015-02-24 09:48:15 -0800,"Astoria, OR",Tijuana,1
9026,570278902959988736,neutral,1.0,,,US Airways,,AshleyKAtherton,,0,@USAirways and now you can't even accommodate us by letting us fly in to another airport?! Horrible service for your fault!!!,,2015-02-24 09:47:40 -0800,,Central Time (US & Canada),1
9028,570278202897276928,negative,0.6616,Customer Service Issue,0.343,US Airways,,wyattmel,,0,"@USAirways @AmericanAir I love you guys &amp; I'm gonna let you finish, but I've been on hold for 1 hour trying to book a flight w/ my voucher.",,2015-02-24 09:44:53 -0800,,Eastern Time (US & Canada),1
9029,570277612389412864,negative,0.6448,Flight Attendant Complaints,0.6448,US Airways,,pinkgolftees,,0,"@USAirways And, the helpful employee who changed her boarding zone so that she would have space for her pump is now being disciplined #fail",,2015-02-24 09:42:32 -0800,"Denver, CO",Mountain Time (US & Canada),1
9034,570275106724782080,negative,0.6656,Lost Luggage,0.6656,US Airways,,tuneday,,0,@USAirways - 800# referred me back to baggage services but I left the airport. I was on seat 17A,,2015-02-24 09:32:35 -0800,"Philadelphia, PA",,1
9037,570274302118858752,negative,1.0,Can't Tell,0.6614,US Airways,,ajbibbs,,0,@USAirways - First impressions are hard to reverse.  A horrible first experience with you.  Will never fly with you again!!!,,2015-02-24 09:29:23 -0800,,,1
9039,570273880486629377,negative,1.0,Cancelled Flight,0.3545,US Airways,,themainevent001,,0,"@USAirways not going as planned is an understatement. My flight was just changed AGAIN. If it weren't for a family emergency, I'd Cancelled Flight.",,2015-02-24 09:27:42 -0800,Saratoga Springs,,1
9040,570273188485197825,negative,0.6674,Late Flight,0.6674,US Airways,,SteveBass2,,0,"@USAirways ...2 hours on the plane, they at least got us on a direct flight a couple hours Late Flightr on United","[40.6954621, -74.1733106]",2015-02-24 09:24:57 -0800,,,1
9042,570272309434564608,negative,0.6875,Lost Luggage,0.3542,US Airways,,RyanDrinks42,,2,.@USAirways I did but the more eyes I have looking for Pandu the better chance I have of bringing him home.,,2015-02-24 09:21:28 -0800,Just outside of Thunder Dome,Eastern Time (US & Canada),1
9047,570270772746461186,negative,1.0,Customer Service Issue,1.0,US Airways,,suzkschir6,,0,"@USAirways 167 minutes?  ""Im not trained in that"". Cmon. Can't you do better than that?",,2015-02-24 09:15:21 -0800,,,1
9049,570269976042573824,negative,1.0,Customer Service Issue,0.6444,US Airways,,JenRomanoff,,0,@USAirways any direct number to dividend miles account info? Every Time I try them I get actually hung up on,,2015-02-24 09:12:12 -0800,,Eastern Time (US & Canada),1
9056,570264306350227456,negative,0.636,Customer Service Issue,0.3299,US Airways,,xafbcn,,0,@usairways Ok thank you…I call from Spain to US for seating assistance!,,2015-02-24 08:49:40 -0800,Barcelona,Brussels,1
9057,570262977947013120,neutral,1.0,,,US Airways,,itsandrewhorn,,0,@USAirways can I check bags through to my final destination even though I bought separate tickets from IAD to PHL  and PHL to Israel?,,2015-02-24 08:44:23 -0800,Brooklyn,Eastern Time (US & Canada),1
9059,570259388872695808,neutral,1.0,,,US Airways,,msergovich5,,0,@USAirways how much is it to check golf clubs on a flight. They might be oversized,,2015-02-24 08:30:07 -0800,,Atlantic Time (Canada),1
9060,570259268844314625,neutral,1.0,,,US Airways,,DaveKrupinski,,0,@USAirways If I’m unable to use my departing flight can I still use the returning flight?,,2015-02-24 08:29:39 -0800,"New York, NY",Eastern Time (US & Canada),1
9062,570258435448688641,negative,1.0,Cancelled Flight,0.3474,US Airways,,GMLane,,0,"@USAirways I've been on hold to rebook a Cancelled Flighted flight for over two hours. I know weather has a huge impact, but you should anticipate.",,2015-02-24 08:26:20 -0800,,Eastern Time (US & Canada),1
9063,570258209534922752,negative,1.0,Customer Service Issue,0.6665,US Airways,,SoClutchAllie,,0,"@USAirways Been on hold for over 5 hours! I believe I was overcharged $200 for my flight, I need an immediate explanation. HELP",,2015-02-24 08:25:26 -0800,"In a galaxy far, far away ✨",Pacific Time (US & Canada),1
9069,570252052099678208,negative,1.0,Customer Service Issue,1.0,US Airways,,yorkshire2002,,1,@USAirways @Beamske But maybe I can be on hold for 30 minutes again. That would be just as amazing.,,2015-02-24 08:00:58 -0800,Kentucky,Eastern Time (US & Canada),1
9072,570250443034640384,positive,0.7039,,0.0,US Airways,,yorkshire2002,,0,@USAirways I'm glad @Beamske retweeted otherwise you would have to ignore the numerous tweets I sent. You all are fucking amazing,,2015-02-24 07:54:35 -0800,Kentucky,Eastern Time (US & Canada),1
9073,570249204767055872,negative,1.0,Lost Luggage,1.0,US Airways,,DannyLawray,,0,@USAirways So frustrating because I still have not gotten them back. Why my bag was sent to NY is a mystery!  Shame on me this time!,,2015-02-24 07:49:39 -0800,"Dumfries, Virginia",Eastern Time (US & Canada),1
9080,570242452092813312,negative,1.0,Cancelled Flight,1.0,US Airways,,OneT_Mat,,0,@USAirways hey!!  Yeah last time I got a phone call when flight was Cancelled Flightled from DCA to BOS,,2015-02-24 07:22:49 -0800,"Boston, MA",Atlantic Time (Canada),1
9082,570241590758920192,negative,1.0,Cancelled Flight,1.0,US Airways,,yorkshire2002,,0,"@USAirways When you are deciding to wreck a vacation... is losing luggage from a Cancelled Flighted flight your ""go to"" maneuver?",,2015-02-24 07:19:24 -0800,Kentucky,Eastern Time (US & Canada),1
9084,570239546673238017,negative,1.0,Customer Service Issue,0.6527,US Airways,,_Justin22_,,0,"@USAirways Been on hold for 40 minutes, calling because my flight is delayed.  This type of service in not acceptable.",,2015-02-24 07:11:17 -0800,,Eastern Time (US & Canada),1
9088,570235676916117504,negative,0.669,Late Flight,0.3365,US Airways,,Dukestuaff,,0,@USAirways another fiasco at National. Forever from jet to gate on 8:05am flight from RDU,,2015-02-24 06:55:54 -0800,"Durham, NC",Eastern Time (US & Canada),1
9089,570235609933078529,negative,1.0,Customer Service Issue,1.0,US Airways,,oliviahaymond,,0,"@USAirways - Good to know that your phone customer service is still impaired due to ""bad weather"" that was over a week ago #jetblueanyone?",,2015-02-24 06:55:38 -0800,"Tampa, Florida",Eastern Time (US & Canada),1
9098,570225817873227776,negative,1.0,Lost Luggage,1.0,US Airways,,mcgarr_ok,,0,@USAirways Baggage Team? Recording tells me my bag still hasn't been found. And delayed baggage link on web conveniently not working. #worst,,2015-02-24 06:16:43 -0800,,,1
9099,570224746652160000,negative,1.0,Customer Service Issue,1.0,US Airways,,NicoleCarmellaF,,0,@USAirways been trying for weeks no use,,2015-02-24 06:12:28 -0800,,,1
9100,570223944260849664,negative,1.0,Can't Tell,1.0,US Airways,,mikeyyyyyyy_,,0,@USAirways should give me free baggage for this mess,,2015-02-24 06:09:17 -0800,,Central Time (US & Canada),1
9101,570223851570909185,negative,0.6537,longlines,0.6537,US Airways,,MandiBPro,,0,"@USAirways Gate traffic #DCA, MY flight arrived 20 early,connecting flight 2139 leaving in 23 minutes. Several of us stuck. HOLD THAT PLANE.",,2015-02-24 06:08:55 -0800,"Jacksonville, FL",Eastern Time (US & Canada),1
9103,570222748615598081,neutral,1.0,,,US Airways,,WhatSarahSayzz,,0,@USAirways I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏,,2015-02-24 06:04:32 -0800,,Pacific Time (US & Canada),1
9104,570222481618948096,negative,1.0,Customer Service Issue,0.6872,US Airways,,lmeckPR,,0,@USAirways seriously???  did you not see that I've spent 2 days - for multiple hours on hold just to have to hang up after the hours?,,2015-02-24 06:03:28 -0800,Maryland,Quito,1
9105,570220968435716097,positive,0.6991,,,US Airways,,LouiseMcElwee,,0,"@USAirways Waiting on my flight right now, thanks!!",,2015-02-24 05:57:27 -0800,#yeahTHATgreenville SC,,1
9109,570217450874146818,negative,1.0,Customer Service Issue,1.0,US Airways,,TrevorHam01,,0,@USAirways. R U aware your wait time to talk to a sales agent is always 30-60 minutes? Unacceptable. At least employ a call back feature!,,2015-02-24 05:43:29 -0800,NYC,,1
9114,570213783085432832,negative,1.0,Late Flight,1.0,US Airways,,stevan_hicks,,0,@USAirways Youre batting .1000. Every flight Ive taken is delayed. Worst airline. ever.,,2015-02-24 05:28:54 -0800,,,1
9121,570205370649604096,negative,0.6771,Late Flight,0.3437,US Airways,,peterbarth,,0,@USAirways 5203 and we're just sitting 20 feet from an open gate,,2015-02-24 04:55:28 -0800,"Greenville, SC",Eastern Time (US & Canada),1
9122,570204219191504896,negative,1.0,Flight Booking Problems,0.3663,US Airways,,Danye33,,0,@USAirways just wasted another hour of my life on hold. this is insanity. there has to be another way to use my voucher as payment online,,2015-02-24 04:50:54 -0800,,Eastern Time (US & Canada),1
9126,570197883716300800,negative,1.0,Flight Attendant Complaints,0.6875,US Airways,,suetrio,,0,@USAirways Flight 830 CLT to Phl. I was 1st on list.Someone else got spot. Rude employee in coach. Wouldt give ID. Said he was cute red head,,2015-02-24 04:25:43 -0800,,,1
9129,570195970610348032,negative,0.6421,Flight Booking Problems,0.6421,US Airways,,hiphop_hokie,,0,@USAirways nah it's for my flight next week.. inside my Chairman 7-day window but you still haven't released the last open First seat to me,,2015-02-24 04:18:07 -0800,"Richmond, VA",,1
9133,570184073139912704,negative,1.0,Late Flight,0.3491,US Airways,,McClainTweets,,0,@USAirways I just spent 3.5 hours and got nowhere. Entire experience #epicfail,,2015-02-24 03:30:51 -0800,"Cleveland, Ohio",Eastern Time (US & Canada),1
9141,570151703410053120,negative,1.0,Can't Tell,0.6222,US Airways,,NoDoubtMom,,0,@USAirways some flexibility on your part would be nice. This is why I love @SouthwestAir. They're flexible &amp; not trying to take all my $.,,2015-02-24 01:22:13 -0800,"Durham, NC",Eastern Time (US & Canada),1
9150,570109961511895040,negative,1.0,Late Flight,1.0,US Airways,,medrisy,,0,@USAirways is utterly unreliable! They didn't schedule a pilot for their US624 flight out of Seattle - flights are delayed #usairwaysfail,,2015-02-23 22:36:21 -0800,,,1
9151,570109219078152193,negative,1.0,Can't Tell,0.3474,US Airways,,CicilyGray,,0,@USAirways yes but again valuable time has been lost,,2015-02-23 22:33:24 -0800,,,1
9153,570108377029685248,negative,1.0,Late Flight,0.6405,US Airways,,jakenemmasmom,,0,@USAirways yes it landed at 11:40am. Should not take another 12+ hours to go 40 min drive. Was assured I would have this am.,,2015-02-23 22:30:03 -0800,,,1
9154,570106579879645185,negative,1.0,Lost Luggage,0.7128,US Airways,,mydulcebella,,0,@USAirways the disappointment was not the bag but that it arrived before me and I was kept 12 hrs without options in IAH,,2015-02-23 22:22:55 -0800,Pennsylvania,Eastern Time (US & Canada),1
9155,570105696219308033,negative,1.0,Late Flight,1.0,US Airways,,CicilyGray,,0,@USAirways can't get back lost time,,2015-02-23 22:19:24 -0800,,,1
9158,570101746590093312,negative,1.0,Lost Luggage,1.0,US Airways,,jakenemmasmom,,0,@USAirways my bag landed 1 day Late Flight at sfo at 11:40am. How can it be 10:01pm and I still don't have it? Flight 719 2/22/14,,2015-02-23 22:03:43 -0800,,,1
9161,570091270334509056,negative,1.0,Lost Luggage,1.0,US Airways,,StretfordGoose,,0,@USAirways Hi. I'm in LGA but my luggage is in CLT. Have been told to come back tomorrow to collect. Do you guys want to cover my taxi fare?,,2015-02-23 21:22:05 -0800,"Porkhampton, England",London,1
9170,570084406204997632,negative,1.0,Customer Service Issue,1.0,US Airways,,worldwideweg,,0,@USAirways   No one picks up the phone all day/  no opportunity to leave a voicemail,,2015-02-23 20:54:48 -0800,,,1
9176,570083548364992512,negative,1.0,Customer Service Issue,1.0,US Airways,,worldwideweg,,0,@usairways - It's all automated and no one cares to understand the problem I'm having,,2015-02-23 20:51:24 -0800,,,1
9177,570083458925490176,negative,1.0,Late Flight,1.0,US Airways,,premiyerx,,0,@USAirways screwed me up big. 1st flight 1hr Late Flight. Made it to 2nd flight. CSM daryl wouldn't let me on the plane because we were (1/4),,2015-02-23 20:51:02 -0800,"Dallas, TX ",,1
9181,570081545211375616,negative,1.0,Can't Tell,0.6563,US Airways,,RoxyShepherd,,0,@USAirways I've flown US Airways at least five times. Every single time has been like this. Actions speak louder than words.,,2015-02-23 20:43:26 -0800,"New Orleans, LA",Atlantic Time (Canada),1
9182,570081206412431360,negative,0.6281,Late Flight,0.6281,US Airways,,CicilyGray,,0,@USAirways flight from Bhm delayed 5hrs! Connect flgt left us in clt at a motel,,2015-02-23 20:42:05 -0800,,,1
9187,570078280591781888,negative,1.0,Flight Booking Problems,0.3562,US Airways,,lmeckPR,,0,@USAirways really???  NOT ONE OF THEM CAN BOOK DIVIDEND MILES TRAVEL - Literally on hold now since 9:50pm - it's 11:30pm #NoExcuses,,2015-02-23 20:30:28 -0800,Maryland,Quito,1
9188,570078102551834624,negative,1.0,Can't Tell,0.3416,US Airways,,KinnaneCallum,,0,"@USAirways yeah I know that but that doesn't get me my money back does it, everytime I fly with you something bad happens.",,2015-02-23 20:29:45 -0800,,,1
9191,570076827135246336,negative,1.0,Can't Tell,0.3596,US Airways,,KyleHanagami,,0,@USAirways is the worst. I have to pay $200 just to NOT take my first flight in a round trip! Otherwise they'll Cancelled Flight my whole flight.,,2015-02-23 20:24:41 -0800,"Los Angeles, CA",Pacific Time (US & Canada),1
9196,570074077383102464,negative,1.0,Customer Service Issue,0.3581,US Airways,,__RWG__,,0,@USAirways Please hold flight US 639 in Phoenix! I'm a weary traveler stuck on another flight because the tarmac is having issues!,,2015-02-23 20:13:46 -0800,,Mountain Time (US & Canada),1
9202,570070928425676800,neutral,0.6353,,0.0,US Airways,,caneryilmz,,0,@USAirways but i bougth mc caren to jfk with same agency and delta airways . Delta refund money but usairways doesnt accept to refund,,2015-02-23 20:01:15 -0800,,,1
9207,570064017022181376,negative,1.0,Can't Tell,1.0,US Airways,,mcgarr_ok,,1,@USAirways you are the actual worst.  You have zero respect for your passengers. I'm officially done flying with you.,,2015-02-23 19:33:47 -0800,,,1
9208,570063683256242177,negative,1.0,Customer Service Issue,1.0,US Airways,,retardedlarry,,0,@USAirways has the worst customer service line.  I've called them 8 times today and not once was I able to talk to a real human being.,,2015-02-23 19:32:28 -0800,,,1
9212,570060752926728192,negative,1.0,Can't Tell,0.6344,US Airways,,caneryilmz,,0,@USAirways travel agency said that if usairways accept we will refund money i dont understand why dont u refund,,2015-02-23 19:20:49 -0800,,,1
9216,570058065480962048,neutral,0.6696,,,US Airways,,roanwild,,0,"@USAirways yes, with Delta!",,2015-02-23 19:10:08 -0800,,,1
9218,570056984986300418,negative,1.0,Bad Flight,1.0,US Airways,,danielromeyn,,0,"@USAirways : Was on flight 2046 BOS-CLT on 2/22, awful experience, exit row seat was so narrow that I could not move my legs! Unacceptable.",,2015-02-23 19:05:51 -0800,"Keene, NH",Eastern Time (US & Canada),1
9219,570056859698270208,negative,1.0,Customer Service Issue,1.0,US Airways,,MLasichak,,0,"@USAirways yes, but we were answered and put back on hold while they were to check on our request..  50 mins Late Flightr nothing!",,2015-02-23 19:05:21 -0800,"Crofton, Maryland",,1
9220,570056533356224512,negative,1.0,Customer Service Issue,1.0,US Airways,,ChuckManicotti,,1,@USAirways   Not good. On hold for over an hour. http://t.co/wSgYckCIIO,,2015-02-23 19:04:03 -0800,,,1
9222,570054266267811840,positive,0.6727,,,US Airways,,Lucas_Henderson,,0,"@USAirways no worries, your flight attendant took care of it.",,2015-02-23 18:55:02 -0800,"Knoxville, TN",Quito,1
9223,570054257577041921,neutral,0.3872,,0.0,US Airways,,Wheres_Papi,,0,@USAirways Thanks for getting back to me. I called that number earlier but no option to leave vm and just rings with busy tone,,2015-02-23 18:55:00 -0800,USA,Eastern Time (US & Canada),1
9227,570048851295383552,negative,1.0,Flight Booking Problems,1.0,US Airways,,marisa_negri,,0,@USAirways #DividendRewards Urgently need to speak with a CS rep. My 50K miles havent shown &amp; I've fulfilled all reqs. Flight Booking Problems flights today,,2015-02-23 18:33:31 -0800,"Austin, TX | Atlanta, GA",Eastern Time (US & Canada),1
9229,570048188830216192,negative,1.0,Customer Service Issue,1.0,US Airways,,marisa_negri,,0,@USAirways I am a premium #DividendMiles #cardholder. Unacceptable 4 you to #hangup my #customerservice call twice after putting me on hold.,,2015-02-23 18:30:53 -0800,"Austin, TX | Atlanta, GA",Eastern Time (US & Canada),1
9232,570045890750230529,negative,1.0,Customer Service Issue,0.6809,US Airways,,JustTimMcDonald,,0,"@USAirways hi, Im trying to speak with someone to book travel for a minor. The phone keeps disconnecting. Please advise. Website wont allow.",,2015-02-23 18:21:45 -0800,"Columbia, South Carolina",Eastern Time (US & Canada),1
9235,570043607954137090,negative,0.635,Late Flight,0.3263,US Airways,,MSFHQ,,1,@USAirways On hold for going on 40 minutes after spending 10 hours delayed in Denver cause of a broken plane. Thanks guys.,,2015-02-23 18:12:41 -0800,,Quito,1
9240,570037369841135616,positive,0.3709,,0.0,US Airways,,kiasuchick,,0,@USAirways @AmericanAir Can you bring guinea pigs in small pet carrier onboard your flights?,,2015-02-23 17:47:54 -0800,"Los Angeles, CA",Pacific Time (US & Canada),1
9242,570033554492690432,negative,1.0,Late Flight,1.0,US Airways,,RoxyShepherd,,1,@USAirways every single time i fly you guys i am delayed at least 30 minutes. Every time. On flight 5612 out of #CLT to nola.,,2015-02-23 17:32:44 -0800,"New Orleans, LA",Atlantic Time (Canada),1
9244,570030590466121728,positive,1.0,,,US Airways,,golfowens,,0,@USAirways good work by flight 1798 crew.  #Chairman's recognition even in coach.  Too many #missedupgrades Late Flightly.  What's up with this?,"[35.22177192, -80.92309308]",2015-02-23 17:20:58 -0800,"Charleston, SC and the Earth",,1
9245,570030173300658176,negative,1.0,Cancelled Flight,0.3571,US Airways,,JulesMonacelli,,0,@USAirways changed our flight 6 times in 1 trip. Bumped to @Delta now &amp; having great experience. Never. Flying. US Air again. Never.,,2015-02-23 17:19:18 -0800,"Rochester, NY",Eastern Time (US & Canada),1
9246,570030083093729280,negative,1.0,Late Flight,0.3441,US Airways,,madison_mason,,1,@USAirways I can't wait to never fly with you again. Always delayed. Always lose my bag. Rudest people on the planet. Southwest is the best,,2015-02-23 17:18:57 -0800,,Central Time (US & Canada),1
9248,570024174162485251,negative,1.0,Bad Flight,0.642,US Airways,,jkfreeman1,,0,@USAirways sat on the ramp for 45 min and missed my connection. No one seems to concerned at usairways.,,2015-02-23 16:55:28 -0800,Southeastern United States,Central Time (US & Canada),1
9251,570022626724220928,negative,1.0,Flight Attendant Complaints,0.3846,US Airways,,BradleyPollock,,0,@USAirways I have better Intel than she does!  She said plane is due in at 630.  Flightaware and your own app say 645,,2015-02-23 16:49:19 -0800,,,1
9252,570021943899877377,negative,1.0,Late Flight,1.0,US Airways,,BradleyPollock,,0,"@USAirways not likely, flightaware says plane is still in Durango and hasn't departed.",,2015-02-23 16:46:36 -0800,,,1
9257,570019741806538752,neutral,0.6866,,0.0,US Airways,,PhilaCarService,,0,@USAirways what's going on with US Airways flight 805?   Why diverted to Charlotte?,,2015-02-23 16:37:51 -0800,South Jersey,Eastern Time (US & Canada),1
9258,570019623078383616,neutral,0.6739,,0.0,US Airways,,jasemccarty,,0,@USAirways I’d suggest proper information dissemination to all staff on a more timely &amp; relevant schedule to prevent this in the future.,,2015-02-23 16:37:23 -0800,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada),1
9259,570019459244691456,negative,1.0,Lost Luggage,0.3708,US Airways,,maggie_randall,,1,@USAirways i have been patient.. especially the first time. i will never fly with you again,,2015-02-23 16:36:44 -0800,,Quito,1
9260,570019234505474049,negative,1.0,Late Flight,1.0,US Airways,,JMeszar,,0,@USAirways seriously? Every flight I have had the past 2 days has been delayed. Every single one. Terrible,,2015-02-23 16:35:50 -0800,"Bedford, NH",Eastern Time (US & Canada),1
9261,570018892031991808,negative,1.0,Can't Tell,1.0,US Airways,,bbuck22,,0,@USAirways I just want to be heard and to discuss the many issues on my trip,,2015-02-23 16:34:28 -0800,"Las Vegas, NV",Pacific Time (US & Canada),1
9262,570018836239364096,negative,1.0,Customer Service Issue,1.0,US Airways,,BradleyPollock,,1,@USAirways what's up with flight 5545 no gate agent or plane at PHX B18?  Nice customer service.,,2015-02-23 16:34:15 -0800,,,1
9268,570015373447159808,negative,1.0,Customer Service Issue,1.0,US Airways,,bbuck22,,0,@USAirways 1500 characters are not enough to convey the issue. Was directed to emailmailto:customer.relations@usairways.com unmonitored. BAD,,2015-02-23 16:20:30 -0800,"Las Vegas, NV",Pacific Time (US & Canada),1
9272,570013472093642752,negative,1.0,Customer Service Issue,0.3733,US Airways,,pisanijoe,,0,@USAirways please stop asking me each week to place my bag in the size check #ITFITS http://t.co/AUrn07pWD4,,2015-02-23 16:12:56 -0800,,,1
9273,570012789479055360,negative,0.6712,Late Flight,0.6712,US Airways,,theF4rns,,0,@USAirways  has me on my toes whether I'm going to make my flight back to Boston tonight,,2015-02-23 16:10:13 -0800,USA,Eastern Time (US & Canada),1
9274,570012549631975424,negative,0.6762,Customer Service Issue,0.6762,US Airways,,bellaljoseph,,0,@USAirways @AmericanAir need to check candy w working flight 449 iah to phx on usairways she is the reason I always choose @Delta #rude,,2015-02-23 16:09:16 -0800,citizen of the world,Arizona,1
9276,570012047917907969,negative,1.0,Late Flight,1.0,US Airways,,urimiscott,,0,"@USAirways Yes, ground crew finally showed up so plane could depart very Late Flight.",,2015-02-23 16:07:17 -0800,Rhode Island,Eastern Time (US & Canada),1
9277,570011533205336064,negative,0.6768,Late Flight,0.3434,US Airways,,rgarrets,,0,"@USAirways #686 is delayed due to tail winds and need to jump on #521 to SEA, leaving the same time this arrives. Is there a chance to hold?",,2015-02-23 16:05:14 -0800,"philadephia, pa",,1
9286,570005034340974592,positive,0.6612,,0.0,US Airways,,TessHackworthy,,0,@USAirways customer service at its best! Rachel S.  took great care of us at the PHX airport. http://t.co/HG7vEqhGHy,,2015-02-23 15:39:25 -0800,,Central Time (US & Canada),1
9287,570005004012138496,neutral,1.0,,,US Airways,,flyidca,,0,@usairways &amp; @AmericanAir planes in #grandcayman http://t.co/GX7QbtckBr,,2015-02-23 15:39:17 -0800,"Washington, DC",Eastern Time (US & Canada),1
9288,570004421352001536,negative,1.0,Can't Tell,1.0,US Airways,,monky797,,0,@USAirways  I will never fly us airways again.,,2015-02-23 15:36:58 -0800,,,1
9293,570000760035024896,negative,0.6701,Late Flight,0.6701,US Airways,,jasemccarty,,0,@USAirways as far as being delayed goes… Looks like tailwinds are going to make up for it. Good news!,,2015-02-23 15:22:25 -0800,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada),1
9294,570000520083075072,negative,1.0,Cancelled Flight,1.0,US Airways,,zacktzane,,0,@USAirways horrible travel day w/ your airlines. My 2:20 flight to Birmingham was Cancelled Flightled w/ no notification so I couldn't get on the 4:05,,2015-02-23 15:21:28 -0800,,,1
9296,569999956796444674,neutral,0.6446,,0.0,US Airways,,jasemccarty,,0,"@USAirways while I’m asking… 2 of my 11 non upgraded flights, Attendants came &amp; greeted me &amp; thanked me for my business b/c I was Exec Plat.",,2015-02-23 15:19:14 -0800,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada),1
9297,569997350493663233,negative,1.0,Lost Luggage,0.6596,US Airways,,hhagerty,,0,@USAirways 24 hrs of traveling and this just welcomes u back home to the US. 4 hr layover and I get to watch it going to wrong destination.,,2015-02-23 15:08:53 -0800,"Denver, CO",Mountain Time (US & Canada),1
9300,569993393767460864,neutral,1.0,,,US Airways,,tjelke,,0,@USAirways but question :  if the downgrade include losing first class do you get money back ? http://t.co/LfT7QD23Sy,,2015-02-23 14:53:09 -0800,"Miami, Florida, USA",Eastern Time (US & Canada),1
9304,569992414653362176,negative,1.0,Can't Tell,0.3333,US Airways,,CapitalCam,,0,"@USAirways Your ""moveup"" policy really sucks. United has a 24 hour policy for this with status. I was wanting to move up from 5am to 7am...",,2015-02-23 14:49:16 -0800,"Philadelphia, PA",Eastern Time (US & Canada),1
9305,569992362728005632,positive,1.0,,,US Airways,,GEInteriors,,0,Great management of @USAirways twitter account. Thank you.,,2015-02-23 14:49:03 -0800,"Philadelphia, PA USA",Central Time (US & Canada),1
9309,569989999963213824,neutral,1.0,,,US Airways,,HanlonBrothers,,0,@USAirways New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/WbhbljJkS7,,2015-02-23 14:39:40 -0800,"Gold Coast, Australia",Brisbane,1
9313,569988987420434432,negative,1.0,Customer Service Issue,0.6491,US Airways,,mitchsunderland,,0,@USAirways great. I just called your fucking phone number and she hung up on me,,2015-02-23 14:35:39 -0800,"Florida Raised, NYC Based ",London,1
9315,569987452334690305,negative,1.0,Lost Luggage,0.6771,US Airways,,Andyba25,,0,@USAirways @hhagerty that's a lie.,,2015-02-23 14:29:33 -0800,South,,1
9317,569986794797842433,negative,1.0,Customer Service Issue,1.0,US Airways,,Gregm528,,1,@USAirways your customer service # has a recording that says we are to busy to assist and hangs up. Great touch. #poorservice @GMA @CBSNews,,2015-02-23 14:26:56 -0800,NY,Eastern Time (US & Canada),1
9318,569986344484794369,negative,1.0,Lost Luggage,0.6699,US Airways,,Gregm528,,0,@USAirways your lack of customer service has shined. I need you to step up and get my lost baggage to delta. So they can return it to me.,,2015-02-23 14:25:09 -0800,NY,Eastern Time (US & Canada),1
9321,569985760482365440,negative,1.0,Late Flight,0.6641,US Airways,,jasemccarty,,0,@USAirways patience is what my connecting flight will need. Why do you guys do this to me every time I travel? Every. Single. Time.,,2015-02-23 14:22:49 -0800,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada),1
