tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,label
5.67764E+17,negative,0.6904,Customer Service Issue,0.6904,Southwest,,andresecarvallo,,0,"@SouthwestAir I recommend upgrading your IVR and using call back, email, and texting from a know caller.",,17-02-2015 11:14,"Austin, TX",Central Time (US & Canada),0
5.67764E+17,negative,1,Customer Service Issue,1,Southwest,,amyegoley,,0,@SouthwestAir @CBSsoxfan you get to hold? called twice only to be kicked off.calls 3-6 #phonedied #AListpreferred http://t.co/1TZZ0vbMbS,,17-02-2015 11:13,"Flowood, MS",Central Time (US & Canada),0
5.6776E+17,negative,1,Late Flight,0.3804,Southwest,,caffiend,,0,"@SouthwestAir Buying Early Bird was pointless. You moved me to a diff flight b/c first one was delayed, so I lost my boarding position.",,17-02-2015 10:56,"San Antonio, TX",Central Time (US & Canada),0
5.67757E+17,negative,1,Flight Attendant Complaints,0.6585,Southwest,,rwcrampton,,0,@SouthwestAir Hey SWAir- a very tortured boarding on flight 1971 due to one gate agent having to board assisted folks one at a time.,,17-02-2015 10:46,Atlanta Georgia,,0
5.67752E+17,negative,0.6439,Customer Service Issue,0.6439,Southwest,,dallendoug,,0,"@SouthwestAir the person I talked to couldn't do anything not normally available online other than the ""no charge"" part.",,17-02-2015 10:28,Washington DC,,0
5.67751E+17,positive,1,,,Southwest,,StarkTTT,,0,@SouthwestAir yes. Thank you. Oct 25-oct 31,,17-02-2015 10:20,Château d'If,Central Time (US & Canada),0
5.67743E+17,neutral,0.6775,,,Southwest,,DustinSoper,,0,"@SouthwestAir Hi! Thanks! Do you have an exact link to that specific page on your site you can share - or is it under ""Flight Status"":? Thx!",,17-02-2015 09:50,"Nashville, TN",Eastern Time (US & Canada),0
5.67742E+17,neutral,0.7067,,0,Southwest,,taesaunt24,,0,@SouthwestAir any idea on flights to Nashville tomorrow being clear or Cancelled Flightled,,17-02-2015 09:45,,Central Time (US & Canada),0
5.6774E+17,positive,0.6596,,0,Southwest,,joepalko,,0,@SouthwestAir you guys are awesome... #dontchangeathing #luv,,17-02-2015 09:38,"Delray Beach, FL",Eastern Time (US & Canada),0
5.67739E+17,neutral,0.6527,,0,Southwest,,DaxJeter,,0,@SouthwestAir myself and 2 others,,17-02-2015 09:33,"Nashville,TN",,0
5.67738E+17,negative,1,Customer Service Issue,1,Southwest,,leahennessy,,0,@SouthwestAir I also find it ridiculous that I've been tweeting to you since 3:50 AM EST and have still received no response. 9 hours?,,17-02-2015 09:32,"Cambridge, MA",,0
5.67738E+17,neutral,0.6617,,,Southwest,,JimmyCarrigan85,,0,"@SouthwestAir I noticed the rates increased a few days ago, or the promotion ended. Any idea when another promotion will be coming?? Thanks!",,17-02-2015 09:29,"Chicago, IL",,0
5.67734E+17,neutral,0.6354,,0,Southwest,,JasenVinlove,,0,@SouthwestAir could you tell me if any upgrades are available on a flight out of STL tomorrow morning.,,17-02-2015 09:15,St. Louis,Central Time (US & Canada),0
5.67734E+17,negative,1,Customer Service Issue,0.6836,Southwest,,Loley9,,0,"@SouthwestAir been on hold for over an hour.....not cool, you guys.",,17-02-2015 09:13,"Dallas, TX",Central Time (US & Canada),0
5.67729E+17,negative,1,Customer Service Issue,1,Southwest,,matthewhyah,,0,"@SouthwestAir I've been on hold for an hour now. 59:57 as I type this. Ridiculous! All I need is the link to the chart that has routes, time",,17-02-2015 08:56,USA,,0
5.67722E+17,neutral,1,,,Southwest,,matthewhyah,,0,@SouthwestAir Can you link the article where it says the routes and what times the routes are likely to be? Like TUL-DAL 1:00PM - 7 None,,17-02-2015 08:26,USA,,0
5.67722E+17,neutral,1,,,Southwest,,momof43s,,0,“@SouthwestAir:Southwest mobile boarding passes now available in iOS Passbook! http://t.co/xmRvR4lGEg http://t.co/wJoc9f14SU”@tori_leggieri,"[38.56979708, -75.1096009]",17-02-2015 08:26,,Eastern Time (US & Canada),0
5.67719E+17,negative,1,Customer Service Issue,0.6438,Southwest,,mrs_laurelanne,,0,@SouthwestAir can't update my flight online bc it's been Cancelled Flighted twice already. Going on hour 2 on hold.,,17-02-2015 08:15,,,0
5.67718E+17,neutral,0.9633,,0,Southwest,neutral,RachFee,,0,@southwestair - kind of early but any idea when dates through the first week of sept will come available?,,17-02-2015 08:11,"London, Ontario, Canada",Central Time (US & Canada),0
5.67704E+17,negative,1,Can't Tell,0.6843,Southwest,,Raven_TheGreat,,0,@SouthwestAir why have you guys jacked up the prices AFTER you said prices were going to be lowered? SMH,,17-02-2015 07:17,"Dallas, TX",Central Time (US & Canada),0
5.67688E+17,neutral,0.6957,,0,Southwest,,DubCook,,0,"@SouthwestAir Guys, we've got to do something about the inability to check in online for international  flight that has... (1/2)","[21.05483165, -86.78164351]",17-02-2015 06:13,"Downtown Dallas, Texas",Central Time (US & Canada),0
5.67677E+17,negative,1,Customer Service Issue,0.6364,Southwest,,WorkingWify,,0,@SouthwestAir won't answer their phones #HorribleService #NeverAgain #frustrated #AnswerThePhone,,17-02-2015 05:27,America,,0
5.67664E+17,negative,1,Late Flight,0.6605,Southwest,,followkashyap,,0,@SouthwestAir We have been stuck in SJU for several hours and no one is answering here. Really tough to LUV SW. No response is bad.,,17-02-2015 04:35,USA,Eastern Time (US & Canada),0
5.67617E+17,negative,1,Customer Service Issue,1,Southwest,,mrshossruns,,0,@SouthwestAir you guys there? Are we on hour 2 of our phone hold at 3am bc of volume or short staffing?,,17-02-2015 01:30,,Eastern Time (US & Canada),0
5.70309E+17,neutral,0.6869,,,Delta,,Oneladyyouadore,,0,@JetBlue I hope so because I fly very often and would hate to change airlines.,,24-02-2015 11:48,Georgia,Quito,0
5.70309E+17,neutral,1,,,Delta,,Oneladyyouadore,,0,"@JetBlue flight 1041 to Savannah, GA",,24-02-2015 11:45,Georgia,Quito,0
5.703E+17,negative,1,Can't Tell,1,Delta,,erinkphares,,0,@JetBlue 2 aisles of empty #evermoreroom seats and we can't move bc we didn't pay?! #nonsense #Waste #JetBlue #jetbluebos #cheap,,24-02-2015 11:11,,,0
5.70294E+17,neutral,0.649,,0,Delta,,idk_but_youtube,,0,@JetBlue did you know that suicide is the second leading cause of death among teens 10-24,,24-02-2015 10:46,1/1 loner squad,Eastern Time (US & Canada),0
5.70292E+17,neutral,0.6364,,,Delta,,theREAL_Tiffany,,0,@JetBlue Yeah I have! I'm on it!! Looking for specific dates - I will just keep checking daily for a fare drop,,24-02-2015 10:39,Somewhere eating swine...,Eastern Time (US & Canada),0
5.70292E+17,neutral,1,,,Delta,,Sujecuevas19,,0,"@JetBlue Hello Good afternoon how are you, I need know how much flying for summer from june 13th.",,24-02-2015 10:38,,Athens,0
5.70288E+17,neutral,1,,,Delta,,DaniP0915,,0,"@JetBlue flying w/ infant for the 1st time, can I bring a canister of powder formula for a carry on and/or use my plastic formula divider?",,24-02-2015 10:23,"ÜT: 40.907502,-73.85468",Quito,0
5.70277E+17,negative,1,Can't Tell,1,Delta,,leezbtv,,0,"@jetblue having trouble signing in to TrueBlue today, despite right credentials. getting ""We are not able to sign you in"" msg.",,24-02-2015 09:40,Seattle,Pacific Time (US & Canada),0
5.70268E+17,neutral,1,,,Delta,,terrybrokebad,,0,"More like BaeJet Airways, amirite?

“@JetBlue: @terrybrokebad Right back at ya!”",,24-02-2015 09:04,"Newcastle, Uk",Casablanca,0
5.70268E+17,neutral,1,,,Delta,,b_econ,,0,@JetBlue are @AskAmex Amex Plat holders provided access or a credit in the Airspace Lounge in JKF?,,24-02-2015 09:02,,,0
5.70252E+17,neutral,1,,,Delta,,MyCustoAdvocate,,0,@JetBlue Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,,24-02-2015 08:00,"Miami, New York, Boston",,0
5.70246E+17,positive,1,,,Delta,,Ruth_Slobodin,,0,"“@JetBlue: @Ruth_Slobodin Why not? We'd sure love to see you, Ruth! #JustDoIt #YouKnowYouWantTo ;)” you know me too well 💘",,24-02-2015 07:38,,Atlantic Time (Canada),0
5.70243E+17,positive,1,,,Delta,,jdlessard13,,0,@JetBlue you all are the best #flyfi # ondemand #leatherseats #hipunis #legroom,,24-02-2015 07:23,,,0
5.70239E+17,neutral,0.6623,,0,Delta,,BlackeyeBandit,,0,@JetBlue just leave certain things to the kids.,,24-02-2015 07:10,l be where l'm at,London,0
5.70237E+17,neutral,1,,,Delta,,_blktray,,0,“@JetBlue: Our fleet's on fleek. http://t.co/clu5pdPrHP” :(,,24-02-2015 07:02,COMPTON/AZ,,0
5.70235E+17,negative,1,Flight Booking Problems,1,Delta,,lalunkee,,0,@JetBlue Need your help. I'm moving to DC &amp; I want to book a one way fare on your website. It won't seem to let me. Am I missing something?,,24-02-2015 06:54,All over ...,Eastern Time (US & Canada),0
5.70234E+17,positive,1,,,Delta,,eatgregeat,,0,@JetBlue it will be glowing. Your crew and your aircraft sparkled. You guys know about @nokidhungry right? Might be a good partnership:),"[34.02763089, -118.49627894]",24-02-2015 06:48,,Eastern Time (US & Canada),0
5.70233E+17,neutral,0.6703,,0,Delta,,scojjac,,0,"@JetBlue @JetBlueCheeps My friend bought a ticket last night for one of these routes from you, and it cost way more. Can you help?”",,24-02-2015 06:46,"Las Cruces, NM",Mountain Time (US & Canada),0
5.70233E+17,neutral,0.6667,,,Delta,,eatgregeat,,0,@JetBlue I was returning from @FoodNetwork #SOBEWFF so I had limited carry on space in my tummy. Next flight I'll try that snack!,"[34.02761838, -118.49646336]",24-02-2015 06:43,,Eastern Time (US & Canada),0
5.70233E+17,positive,0.6768,,,Delta,,NBucketTV,,0,@JetBlue glad you like it. Feel free to steal it.,,24-02-2015 06:43,"Boston, MA",Eastern Time (US & Canada),0
5.70226E+17,positive,0.6667,,,Delta,,JohnJJSmith,,0,@JetBlue Wish Everyone felt like you,,24-02-2015 06:18,"NY,NY",,0
5.70225E+17,negative,1,Customer Service Issue,1,Delta,,texdoh,,0,"@JetBlue can't link my flight from last week to my TruBlue account and 1800 num isn't answering..don't make me fly @Delta again, dont do it!",,24-02-2015 06:13,"iPhone: 40.955353,-73.813942",Central Time (US & Canada),0
5.70212E+17,neutral,1,,,Delta,,elias_rubin,,0,@JetBlue I believe that the website said I could receive credit for upcoming flights since I Cancelled Flighted my last one. Is this true?,,24-02-2015 05:22,"New York, NY",Pacific Time (US & Canada),0
5.70211E+17,neutral,1,,,Delta,,elias_rubin,,0,@JetBlue hi friend! Question for you when you have a moment.,,24-02-2015 05:17,"New York, NY",Pacific Time (US & Canada),0
5.70208E+17,positive,0.6811,,,Delta,,jannasaurusrex,,0,"“@JetBlue: @jannasaurusrex Thanks for the kind words, Janna! #WeAppreciateYou #TrueBlue” and now I'M feeling like a boss #jetbluefame",,24-02-2015 05:06,central mass,,0
5.70206E+17,positive,0.6633,,,Delta,,jannasaurusrex,,0,@JetBlue boarding the back of the airplane first. Like a boss. #sosmart #jetblue #frequentflyerappreciates #alsoyayforsnacks,,24-02-2015 04:58,central mass,,0
5.70198E+17,negative,0.6669,Late Flight,0.6669,Delta,,deniseimperial,,0,"@JetBlue absolutely. The missed connection caused us to miss our ferry to Vieques. Get us to Vieques. Also, flight vouchers. #PRBound",,24-02-2015 04:27,,Pacific Time (US & Canada),0
5.70197E+17,neutral,1,,,Delta,,geoffkeegan,,0,"@JetBlue Hi there, any rough idea of when January 2016 flights will be made available?",,24-02-2015 04:22,,Eastern Time (US & Canada),0
5.70195E+17,negative,1,Can't Tell,0.6689,Delta,,PilotFresh,,0,@JetBlue why do this to me sending N598JB to UVF today and its a weekday why not a weekend :'(,,24-02-2015 04:15,Dubai ,Central America,0
5.70193E+17,negative,0.6598,Customer Service Issue,0.6598,Delta,,deniseimperial,,0,"@JetBlue, I've experienced better service making connecting flight from @united and @AmericanAir #badcustomerservice #jfk #pr",,24-02-2015 04:08,,Pacific Time (US & Canada),0
5.70175E+17,neutral,1,,,Delta,,DontenPhoto,,0,"@JetBlue Flight 1447 (N351JB) ""JBLU"" arrives at @FlyTPA following flight from Westchester County Airport http://t.co/xX2M2jxQep",,24-02-2015 02:53,"Englewood, Florida",Eastern Time (US & Canada),0
5.70095E+17,positive,0.6809,,0,Delta,,marcmansfield,,0,"@JetBlue after my second call to customer service and the fifth person I talked to, an amazing rep fixed it in about 5 mins! :) #persistence",,23-02-2015 21:37,,,0
5.70085E+17,negative,0.6988,Customer Service Issue,0.6988,Delta,,marcmansfield,,0,@JetBlue I spent an hour on the phone with customer service only to find out that they can't help. Need help with family pooling asap.,,23-02-2015 20:55,,,0
5.70074E+17,neutral,1,,,Delta,,sunflwer1975,,0,@JetBlue would a storage container like this green one be acceptable to check in with luggage? 18Gal totes http://t.co/mJtK2SFuhG,"[42.36005288, -71.06315559]",23-02-2015 20:12,"Boston, MA",Arizona,0
5.70068E+17,neutral,0.6372,,0,Delta,,djcheros,,0,@JetBlue try harder. Take a winners attitude to your work.,,23-02-2015 19:49,"Portland, Maine",Eastern Time (US & Canada),0
5.70067E+17,negative,0.657,Can't Tell,0.657,Delta,,djcheros,,0,@JetBlue you can do better than this. And you can do better for me and all the passengers. #flight108 jfk to pwm.,,23-02-2015 19:45,"Portland, Maine",Eastern Time (US & Canada),0
5.70066E+17,neutral,1,,,Delta,,thereal_edwin,,0,“@JetBlue: Our fleet's on fleek. http://t.co/Vxn2J36M7V” this happened,,23-02-2015 19:42,,,0
5.70061E+17,negative,1,Lost Luggage,0.6666,Delta,,DarthVada_R2D2,,0,@JetBlue - I did that as soon as I realized. Will they try to figure out who is stealing from people's bags? Security cameras? Anything?,,23-02-2015 19:23,,Atlantic Time (Canada),0
5.7006E+17,negative,1,Lost Luggage,1,Delta,,DarthVada_R2D2,,0,"@JetBlue - I did, but since I was stranded in SYR without a ride I missed the window of opportunity to have rights in this matter. (4 hours)",,23-02-2015 19:18,,Atlantic Time (Canada),0
5.70049E+17,positive,1,,,Delta,,kbosspotter,,0,"@JetBlue I like "" Follow @JetBlue """,,23-02-2015 18:34,Logan International Airport,Atlantic Time (Canada),0
5.70049E+17,neutral,0.6514,,,Delta,,kbosspotter,,0,@JetBlue or she ;),,23-02-2015 18:33,Logan International Airport,Atlantic Time (Canada),0
5.70025E+17,neutral,0.6714,,,Delta,,twice_sifted,,0,“@JetBlue: Our fleet's on fleek. http://t.co/7XMaV13G2W” http://t.co/Ela7TNtcIR,,23-02-2015 16:59,Northeast by SoCal by Carolina,Eastern Time (US & Canada),0
5.70024E+17,positive,0.657,,0,Delta,,junglejimboston,,0,"@JetBlue Not trying to make you look bad, on your website it says: ""Due to weather in the Charleston, NC"" Its actually in SC, not NC",,23-02-2015 16:52,"Somerville, MA",,0
5.70018E+17,negative,1,Can't Tell,0.6932,Delta,,4TONEMENT,,0,"@JetBlue Am I the only one who had to look that up? I must be getting old...
 #damn",,23-02-2015 16:31,,Eastern Time (US & Canada),0
5.70017E+17,neutral,1,,,Delta,,RogerSaintange,,0,@JetBlue when are you guys flying it froward in the Bahamas.,,23-02-2015 16:26,,Pacific Time (US & Canada),0
5.70016E+17,neutral,0.7087,,,Delta,,2emmyz,,0,“@JetBlue: Our fleet's on fleek. http://t.co/M2wSg2olgo” -_-,,23-02-2015 16:24,,Eastern Time (US & Canada),0
5.7001E+17,neutral,1,,,Delta,,Lets86it,,0,"“@JetBlue: Our fleet's on fleek. http://t.co/g97HAbyeP5”

SMH",,23-02-2015 15:58,,Eastern Time (US & Canada),0
5.7001E+17,neutral,1,,,Delta,,MaxNoChain,,0,how sway how “@JetBlue: Our fleet's on fleek. http://t.co/tQc96tKcI9”,,23-02-2015 15:58,"ÜT: 40.645173,-73.898268",Eastern Time (US & Canada),0
5.70009E+17,neutral,1,,,Delta,,hellotweety_,,0,um wut “@JetBlue: Our fleet's on fleek. http://t.co/M4UWcPxtXJ”,,23-02-2015 15:56,,Eastern Time (US & Canada),0
5.7E+17,neutral,0.6639,,,Delta,,eragonbooklover,,0,@JetBlue @BucketObolts Same,,23-02-2015 15:20,,,0
5.69994E+17,negative,0.6954,Can't Tell,0.6954,Delta,,ernest_borg9,,0,STOP @JetBlue,,23-02-2015 14:54,NY,Quito,0
5.6999E+17,neutral,0.6616,,0,Delta,,mikeEfresh_,,1,😳 LOLOLOLOLOL “@JetBlue: Our fleet's on fleek. http://t.co/YXSwFq9tGP”,,23-02-2015 14:37,New York,Quito,0
5.69984E+17,neutral,1,,,Delta,,marteeeny12,,0,“@JetBlue: Our fleet's on fleek. http://t.co/5KshTUe6Q0” 😂,,23-02-2015 14:16,V I R G I N I A ! ! ! *804*,Eastern Time (US & Canada),0
5.69983E+17,positive,1,,,Delta,,paradeinpink,,0,So relieved I'm flying @JetBlue after listening to everyone at the neighboring gate bitch about Spirit. My airline's better than yours.,,23-02-2015 14:13,Somewhere,,0
5.69979E+17,neutral,1,,,Delta,,carlos2316,,6,“@JetBlue: Our fleet's on fleek. http://t.co/LSYbgLF59j” let's keep it professional,,23-02-2015 13:55,BWI,Eastern Time (US & Canada),0
5.69978E+17,neutral,1,,,Delta,,todayfeelsgood,,0,"OMGee!!! @JetBlue #OnFleek Why @JetBlue Why?!? 😭😁😆😵 How many people even know what that means, lol?",,23-02-2015 13:51,"Honolulu, Hawaii",Hawaii,0
5.69978E+17,neutral,0.6909,,,Delta,,BritishAirNews,,0,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/fW3cy8HGdJ,,23-02-2015 13:50,UK,Sydney,0
5.69977E+17,negative,0.3707,Customer Service Issue,0.3707,Delta,,BKWIL,,0,@JetBlue received a voucher but if you want to improve relations be up front with passengers.,,23-02-2015 13:48,"Brooklyn, NY",Eastern Time (US & Canada),0
5.69973E+17,neutral,1,,,Delta,,Invxsxble_Bxlly,,0,“@JetBlue: Our fleet's on fleek. http://t.co/aJM3BhJVaa” #foh,,23-02-2015 13:32,"Slum Village, NY",Quito,0
5.69969E+17,positive,1,,,Delta,,Juliacsk,,0,@JetBlue: So excited to hear about your move towards international travel from Long Beach Airport!,,23-02-2015 13:14,Los Angeles,Pacific Time (US & Canada),0
5.69968E+17,neutral,1,,,Delta,,DavidAlfieWard,,0,"@JetBlue hi guys, do you have a general enquires email address please? Thanks David.",,23-02-2015 13:12,London UK & USA,,0
5.69966E+17,neutral,0.6675,,0,Delta,,blaaksuedepumps,,0,HA! “@JetBlue: Our fleet's on fleek. http://t.co/zQuTUS7epW”,,23-02-2015 13:06,Bey-Land. Eagle Nation.,Eastern Time (US & Canada),0
5.69964E+17,neutral,1,,,Delta,,TylerNarducci_,,0,No they didn't -.- “@JetBlue: Our fleet's on fleek. http://t.co/58B7swRpmq”,,23-02-2015 12:57,Miami Beach FL,Eastern Time (US & Canada),0
5.69963E+17,neutral,1,,,Delta,,iGoAtNecks,,0,Bruh “@JetBlue: Our fleet's on fleek. http://t.co/W9BQiw0aou”,,23-02-2015 12:50,New Orleans ,Mountain Time (US & Canada),0
5.69962E+17,neutral,1,,,Delta,,Kameo_12,,0,“@JetBlue: Our fleet's on fleek. http://t.co/XX5QSCjlL1” @BrandsSayingBae #Freberg15,,23-02-2015 12:46,"Cadiz/Louisville, Kentucky",Mountain Time (US & Canada),0
5.69961E+17,neutral,0.3488,,0,Delta,,Alovepoet,,0,“@JetBlue: Our fleet's on fleek. http://t.co/pr3OeBC2N2” lol wut?,,23-02-2015 12:45,CA/NJ,Pacific Time (US & Canada),0
5.69959E+17,neutral,1,,,Delta,,kevingrout,,0,@JetBlue Need to get my 3-yr-old to Nassau (from SEA) to meet her great-granny she was named after - who just turned 103. #FlyingitForward,,23-02-2015 12:38,"Victoria, BC, Canada",Eastern Time (US & Canada),0
5.69959E+17,neutral,0.6429,,,Delta,,DillonJaden,,2,YASSSSS. Da Fuccc- RT @JetBlue: Our fleet's on fleek. http://t.co/oAJ5mnuchA,,23-02-2015 12:37,WAITIN AT THE DOE,Eastern Time (US & Canada),0
5.69959E+17,positive,1,,,Delta,,nickj1399,,0,@JetBlue you guys operate a world class company and for that I thank you,,23-02-2015 12:36,,,0
5.69957E+17,positive,1,,,Delta,,Ptesher5,,0,"@JetBlue loved the service from the staff at Newark today. 

Good service goes along way.

I appreciate your preciation  

Nj ✈️Tampa 

🔵🔵🔵",,23-02-2015 12:28,,Quito,0
5.69955E+17,neutral,1,,,Delta,,OhGreat_Aldana,,0,"“@JetBlue: Our fleet's on fleek. http://t.co/pa7dCjXlzL”

C'mon fam😭😭 just. No. Ok?",,23-02-2015 12:19,,Eastern Time (US & Canada),0
5.69954E+17,neutral,1,,,Delta,,FeelinFahad,,0,You don't have to do this “@JetBlue: Our fleet's on fleek. http://t.co/iZfofgjzUi”,,23-02-2015 12:18,,Mountain Time (US & Canada),0
5.69951E+17,positive,0.6454,,,Delta,,MizzCandy09,,0,@JetBlue lolol @s_myc88,,23-02-2015 12:05,"Brooklyn, NY",Eastern Time (US & Canada),0
5.69949E+17,negative,0.6561,Can't Tell,0.333,Delta,,BreezyAintEZ,,0,No JetBlue… Just… no “@JetBlue: Our fleet's on fleek. http://t.co/mB3IPGs8zQ”,,23-02-2015 11:57,"Ft. Lauderdale-Davie, Fl",Eastern Time (US & Canada),0
5.69949E+17,neutral,0.6926,,0,Delta,,akaTrig,,0,Too Late Flight. RT “@JetBlue: Our fleet's on fleek. http://t.co/nJ5Ga1gds5”,,23-02-2015 11:56,Bawston,Eastern Time (US & Canada),0
5.69949E+17,neutral,0.6869,,0,Delta,,BenDiesAtTheEnd,,1,Who did this?!?!“@JetBlue: Our fleet's on fleek. http://t.co/kHZrCCyp2A”,,23-02-2015 11:55,dayton ohio,Eastern Time (US & Canada),0
5.69948E+17,positive,0.6436,,,Delta,,DjRookieBear,,0,Why “@JetBlue: Our fleet's on fleek. http://t.co/a7NvbJ8ipx”,,23-02-2015 11:54,"El Paso, TX",Mountain Time (US & Canada),0
5.69948E+17,neutral,0.6827,,,Delta,,_LadyCEO_,,0,“@JetBlue: Our fleet's on fleek. http://t.co/gHJBp5Gg67” why,,23-02-2015 11:53,FL Girl ✈️ DC Livin,Central Time (US & Canada),0
5.69948E+17,negative,0.6887,Cancelled Flight,0.3757,Delta,,Austin_C_Lewis,,0,STOP THIS “@JetBlue: Our fleet's on fleek. http://t.co/Ac6zwmuOOn”,"[34.09548421, -81.20955847]",23-02-2015 11:50,"Columbia, SC",Eastern Time (US & Canada),0
5.69947E+17,neutral,1,,,Delta,,Milkman__Dead,,0,JetBlue reading the NYTimes. “@JetBlue: Our fleet's on fleek. http://t.co/lvIrTDtqly”,,23-02-2015 11:50,New Yawk,Pacific Time (US & Canada),0
5.69947E+17,negative,0.7021,Customer Service Issue,0.3723,Delta,,patricklundy,,1,"Stop the madness ""@JetBlue: Our fleet's on fleek. http://t.co/Q5a7jtkI5K”",,23-02-2015 11:50,,Eastern Time (US & Canada),0
5.69947E+17,neutral,1,,,Delta,,mdattaro,,0,“@JetBlue: Our fleet's on fleek. http://t.co/y5qE9HcQzT” why.,,23-02-2015 11:50,"College Park, MD",Eastern Time (US & Canada),0
5.69946E+17,neutral,1,,,Delta,,kbosspotter,,0,@JetBlue also. My party { me and my sister and mom} are on three separate reservations. Will TSA lets us go through together or alone.,,23-02-2015 11:46,Logan International Airport,Atlantic Time (Canada),0
5.69946E+17,neutral,1,,,Delta,,kbosspotter,,0,@JetBlue is there also a way I can get a printed one for my records? I keep them whenever I fly ;),,23-02-2015 11:44,Logan International Airport,Atlantic Time (Canada),0
5.69942E+17,neutral,0.6837,,0,Delta,,HalcyonFatou,,0,..... Can you not? “@JetBlue: Our fleet's on fleek. http://t.co/udPq0flIQo”,,23-02-2015 11:27,FL,Atlantic Time (Canada),0
5.69939E+17,neutral,1,,,Delta,,findyaedges,,0,You know what ... RT “@JetBlue: Our fleet's on fleek. http://t.co/WJYAs2D94n”,,23-02-2015 11:16,ON. ,Central Time (US & Canada),0
5.69939E+17,neutral,0.6495,,0,Delta,,twiterston,,0,Please explain …….. “@JetBlue: Our fleet's on fleek. http://t.co/vOsIzh17sl”,,23-02-2015 11:16,1 of the 50,Central Time (US & Canada),0
5.69939E+17,negative,1,Can't Tell,0.6908,Delta,,RissaMaeLynn,,0,@JetBlue I'm sick of y'all.,,23-02-2015 11:16,oh so magical.,Bangkok,0
5.69939E+17,neutral,0.6591,,0,Delta,,miss_smiley10,,0,"😒 ""@JetBlue: Our fleet's on fleek. http://t.co/K66SRFnw77”",,23-02-2015 11:16,Washington D.C. / Chicago,Eastern Time (US & Canada),0
5.69939E+17,neutral,1,,,Delta,,RBS2,,0,“@JetBlue: Our fleet's on fleek. http://t.co/XASPqDsqhE”,,23-02-2015 11:15,"ÜT: 33.464681,-84.173362",Eastern Time (US & Canada),0
5.69938E+17,neutral,0.6637,,0,Delta,,JsLife23,,0,"@JetBlue ....you haven't got me just yet

Can a 1 way LAX-NYC cost me under 190?",,23-02-2015 11:13,,,0
5.69938E+17,neutral,1,,,Delta,,Mz_Undrst00d,,0,“@JetBlue: Our fleet's on fleek. http://t.co/CXTTxV2lMP” 😒,,23-02-2015 11:12,Buck Guy City,Eastern Time (US & Canada),0
5.69937E+17,negative,1,Can't Tell,0.6802,Delta,,kenyaaroy,,0,“@JetBlue: Our fleet's on fleek. http://t.co/5xGnyHGAFz” this is what I hate,,23-02-2015 11:10,,Central Time (US & Canada),0
5.69937E+17,neutral,1,,,Delta,,mcmahon0074,,0,@JetBlue looking to for low rates bos to Vegas in Late Flight June for 3 kids and myself for a sporting event. Any deals or breaks,"[42.3427056, -71.5504108]",23-02-2015 11:10,some where in massachusetts ,,0
5.69937E+17,neutral,0.6646,,,Delta,,JsLife23,,0,"@JetBlue Tell me more 😳...

Because I need a 1 way to NYC, and I might choose you",,23-02-2015 11:09,,,0
5.69936E+17,neutral,0.6596,,,Delta,,esrce_,,0,“@JetBlue: Our fleet's on fleek. http://t.co/t2qBGAMfpc” this happened,,23-02-2015 11:06,,Eastern Time (US & Canada),0
5.69936E+17,neutral,1,,,Delta,,JsLife23,,0,@JetBlue but Virgin has wifi 👀,,23-02-2015 11:06,,,0
5.69936E+17,negative,1,Can't Tell,1,Delta,,thewayoftheid,,3,No no no bad airline bad! *bops you with newspaper* “@JetBlue: @maatkare67 We hope you're still our bae! @TatianaKing @thewayoftheid”,,23-02-2015 11:04,In your liquor cabinet. ,Central Time (US & Canada),0
5.69932E+17,negative,0.6552,Customer Service Issue,0.6552,Delta,,Chonwe3,,1,Why @JetBlue let someone from black Twitter in their multimedia department?,,23-02-2015 10:48,,Central Time (US & Canada),0
5.69931E+17,neutral,0.6338,,,Delta,,BizTravelerNA,,0,❤️❤️❤️“@JetBlue: Our fleet's on fleek. http://t.co/UHUmAskLdv”,,23-02-2015 10:47,,Eastern Time (US & Canada),0
5.69929E+17,negative,1,Can't Tell,1,Delta,,Kid2Fresh,,0,“@JetBlue: Our fleet's on fleek. http://t.co/8o3SCR5EFW” smh yall expect me to trust a childish airline with my life? #Nah,,23-02-2015 10:37,,Hawaii,0
5.69929E+17,positive,1,,,Delta,,kimmeabreak24,,0,"@JetBlue I love flying with u, but I have a question, why is one of ur planes called ny jets",,23-02-2015 10:37,"south gate, california",Pacific Time (US & Canada),0
5.69927E+17,positive,1,,,Delta,,getmeontop,,0,"@JetBlue Very excited, for the first time this Sunday, March 1 I get to fly #JetBlue flight 123 #Mint from JFK. Looking forward :-)","[0.0, 0.0]",23-02-2015 10:29,Wall Street • Manhattan • NYC ,Eastern Time (US & Canada),0
5.69927E+17,positive,1,,,Delta,,Jamers9000,,0,@JetBlue  hahah 😂👌👌👌 love flying jet blue tho!! http://t.co/7VeE44MACM,,23-02-2015 10:27,Out There,Arizona,0
